Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity
Decoy,The B-Sides,I was gone from the very first day,But I can't stay and you know I won't wait,"You've never been so used as I'm using you, abusing you",1
Decoy,The B-Sides,"You've never been so used as I'm using you, abusing you",I was gone from the very first day,My little decoy,1
Decoy,The B-Sides,"I'm using you, my little decoy","Don't look so blue, you should've seen right through","Oh, oh",1
Decoy,The B-Sides,"Oh, oh","I'm using you, my little decoy","I'm not sorry at all (not sorry at all, not sorry, no)",1
Decoy,The B-Sides,"I'm not sorry at all (not sorry at all, not sorry, no)","Oh, oh","I won't be sorry at all (not sorry at all, not sorry, no)",1
Decoy,The B-Sides,"I won't be sorry at all (not sorry at all, not sorry, no)","I'm not sorry at all (not sorry at all, not sorry, no)",I'd do it over again,1
Decoy,The B-Sides,I'd do it over again,"I won't be sorry at all (not sorry at all, not sorry, no)","Don't look so blue, my little decoy",1
Decoy,The B-Sides,"Don't look so blue, my little decoy",I'd do it over again,"You should've seen right through, my little decoy",1
Decoy,The B-Sides,"You should've seen right through, my little decoy","Don't look so blue, my little decoy","You've never been so used, my little decoy",1
Decoy,The B-Sides,"You've never been so used, my little decoy","You should've seen right through, my little decoy","And so I'm using you, my little decoy",1
Decoy,The B-Sides,"And so I'm using you, my little decoy","You've never been so used, my little decoy",,1
Another Day,The B-Sides,"And if you're listening, I miss you",,"And if you hear me now, I need you",1
Another Day,The B-Sides,"And if you hear me now, I need you","And if you're listening, I miss you",Where did you go? 'Cause you're not gone,1
Another Day,The B-Sides,Where did you go? 'Cause you're not gone,"And if you hear me now, I need you",Everyone knows that something's wrong,1
Another Day,The B-Sides,Everyone knows that something's wrong,Where did you go? 'Cause you're not gone,The wires were cut and I'm alone,1
Another Day,The B-Sides,The wires were cut and I'm alone,Everyone knows that something's wrong,I know we're getting closer,1
Another Day,The B-Sides,I know we're getting closer,The wires were cut and I'm alone,"I know you're coming back for me this time, this time",1
Another Day,The B-Sides,"I know you're coming back for me this time, this time",I know we're getting closer,And do you ever want me? Do you ever need me?,2
Another Day,The B-Sides,And do you ever want me? Do you ever need me?,"I know you're coming back for me this time, this time",I know that you left before goodbye,2
Another Day,The B-Sides,I know that you left before goodbye,And do you ever want me? Do you ever need me?,"And it's okay, there's always another day",3
Another Day,The B-Sides,"And it's okay, there's always another day",I know that you left before goodbye,"And anytime you want me, anytime you see me",3
Another Day,The B-Sides,"And anytime you want me, anytime you see me","And it's okay, there's always another day",I don't think you meant to say goodbye,3
Another Day,The B-Sides,I don't think you meant to say goodbye,"And anytime you want me, anytime you see me","But it's okay, there's always another day",2
Another Day,The B-Sides,"But it's okay, there's always another day",I don't think you meant to say goodbye,Your voice comes in and now it's fading,1
Another Day,The B-Sides,Your voice comes in and now it's fading,"But it's okay, there's always another day",I can't believe this is so frustrating,1
Another Day,The B-Sides,I can't believe this is so frustrating,Your voice comes in and now it's fading,'Cause you never seem to understand,1
Another Day,The B-Sides,'Cause you never seem to understand,I can't believe this is so frustrating,And you let me slip straight through your hands,1
Another Day,The B-Sides,And you let me slip straight through your hands,'Cause you never seem to understand,And how does it feel to be alone?,1
Another Day,The B-Sides,And how does it feel to be alone?,And you let me slip straight through your hands,I know we're getting closer,1
Another Day,The B-Sides,I know we're getting closer,And how does it feel to be alone?,"I know you're coming back for me this time, this time",1
Another Day,The B-Sides,I don't think you meant to say goodbye,"And anytime you want me, anytime you see me","And it's okay, there's always another day",1
Another Day,The B-Sides,"And it's okay, there's always another day",I don't think you meant to say goodbye,If you ever find what you were looking for,1
Another Day,The B-Sides,If you ever find what you were looking for,"And it's okay, there's always another day","I will be waiting there, I will be there",1
Another Day,The B-Sides,"I will be waiting there, I will be there",If you ever find what you were looking for,And do you ever want me? Do you ever need me?,1
Another Day,The B-Sides,And do you ever want me? Do you ever need me?,"I will be waiting there, I will be there",I know that you left before goodbye,1
Another Day,The B-Sides,"But it's okay, there's always another day",I don't think you meant to say goodbye,,1
Oh Star,The B-Sides,"Oh, star, fall down on me",,Let me make a wish upon you,1
Oh Star,The B-Sides,Let me make a wish upon you,"Oh, star, fall down on me","Hold on, let me think",1
Oh Star,The B-Sides,"Hold on, let me think",Let me make a wish upon you,Think of what I'm wishing for,1
Oh Star,The B-Sides,Think of what I'm wishing for,"Hold on, let me think","Wait, don't go away",1
Oh Star,The B-Sides,"Wait, don't go away",Think of what I'm wishing for,Just not yet,1
Oh Star,The B-Sides,Just not yet,"Wait, don't go away",'Cause I thought I had it,1
Oh Star,The B-Sides,'Cause I thought I had it,Just not yet,But I forget,1
Oh Star,The B-Sides,But I forget,'Cause I thought I had it,And I won't let you fall away from me,1
Oh Star,The B-Sides,And I won't let you fall away from me,But I forget,You will never fade,1
Oh Star,The B-Sides,You will never fade,And I won't let you fall away from me,And I won't let you fall away from me,1
Oh Star,The B-Sides,And I won't let you fall away from me,You will never fade,You will never fade away from me,1
Oh Star,The B-Sides,You will never fade away from me,And I won't let you fall away from me,And now I let my dreams consume me,1
Oh Star,The B-Sides,And now I let my dreams consume me,You will never fade away from me,They tell me what to think,1
Oh Star,The B-Sides,They tell me what to think,And now I let my dreams consume me,"But hold on, hold on",1
Oh Star,The B-Sides,"But hold on, hold on",They tell me what to think,What am I dreaming? Yeah,1
Oh Star,The B-Sides,What am I dreaming? Yeah,"But hold on, hold on","Wait, don't go away",1
Oh Star,The B-Sides,"Wait, don't go away",What am I dreaming? Yeah,Just not yet,1
Oh Star,The B-Sides,Just not yet,"Wait, don't go away",'Cause I thought that I had it,1
Oh Star,The B-Sides,'Cause I thought that I had it,Just not yet,But I forget,1
Oh Star,The B-Sides,But I forget,'Cause I thought that I had it,And I won't let you fall away from me,1
Oh Star,The B-Sides,And I won't let you fall away from me,But I forget,You will never fade away,1
Oh Star,The B-Sides,You will never fade away,And I won't let you fall away from me,I won't let you fall away,1
Oh Star,The B-Sides,I won't let you fall away,You will never fade away,You will never fade away,1
Oh Star,The B-Sides,You will never fade away,I won't let you fall away,And I won't let you fall away (Fall away),1
Oh Star,The B-Sides,And I won't let you fall away (Fall away),You will never fade away,You will never fade away,1
Oh Star,The B-Sides,You will never fade away,And I won't let you fall away (Fall away),And I won't let you fall away from me (Fall away),1
Oh Star,The B-Sides,And I won't let you fall away from me (Fall away),You will never fade away,You will never,1
Oh Star,The B-Sides,You will never,And I won't let you fall away from me (Fall away),"Oh, star, fall down on me",1
Oh Star,The B-Sides,"Oh, star, fall down on me",You will never,,1
Just Like Me,The B-Sides,I slipped down the stairs,,Tripped over your fragile ego,1
Just Like Me,The B-Sides,Tripped over your fragile ego,I slipped down the stairs,I slid down the hallway,1
Just Like Me,The B-Sides,I slid down the hallway,Tripped over your fragile ego,Right into the web you'd woven,1
Just Like Me,The B-Sides,Right into the web you'd woven,I slid down the hallway,And you never said,1
Just Like Me,The B-Sides,And you never said,Right into the web you'd woven,That you meant to save someone,1
Just Like Me,The B-Sides,That you meant to save someone,And you never said,Somebody just like me,2
Just Like Me,The B-Sides,Somebody just like me,That you meant to save someone,And you never told me,3
Just Like Me,The B-Sides,And you never told me,Somebody just like me,You wanted to love someone,4
Just Like Me,The B-Sides,You wanted to love someone,And you never told me,Somebody just like me,3
Just Like Me,The B-Sides,Somebody just like me,You wanted to love someone,You locked all the doors,1
Just Like Me,The B-Sides,You locked all the doors,Somebody just like me,You felt it was safer that way,1
Just Like Me,The B-Sides,You felt it was safer that way,You locked all the doors,You put up a wall,1
Just Like Me,The B-Sides,You put up a wall,You felt it was safer that way,And now your whole world is caving in,1
Just Like Me,The B-Sides,And now your whole world is caving in,You put up a wall,And you never said,1
Just Like Me,The B-Sides,And you never said,And now your whole world is caving in,That you meant to save someone,1
Just Like Me,The B-Sides,Somebody just like me,You wanted to love someone,You swallowed your pride as you left behind,1
Just Like Me,The B-Sides,You swallowed your pride as you left behind,Somebody just like me,Counting stars to name your lies,1
Just Like Me,The B-Sides,Counting stars to name your lies,You swallowed your pride as you left behind,You let the rain push you away,1
Just Like Me,The B-Sides,You let the rain push you away,Counting stars to name your lies,And now you're drowning in the waves,1
Just Like Me,The B-Sides,And now you're drowning in the waves,You let the rain push you away,"Yeah, and you never said",1
Just Like Me,The B-Sides,"Yeah, and you never said",And now you're drowning in the waves,That you meant to save someone,1
Just Like Me,The B-Sides,That you meant to save someone,"Yeah, and you never said",Somebody just like me,1
Just Like Me,The B-Sides,Somebody just like me,You wanted to love someone,And you never told me,1
Just Like Me,The B-Sides,You wanted to love someone,And you never told me,"Somebody just like, somebody just like me",1
Just Like Me,The B-Sides,"Somebody just like, somebody just like me",You wanted to love someone,And you never said,1
Just Like Me,The B-Sides,And you never said,"Somebody just like, somebody just like me",That you meant to save someone,1
Just Like Me,The B-Sides,That you meant to save someone,And you never said,Like me,1
Just Like Me,The B-Sides,Like me,That you meant to save someone,Somebody just like me,1
Just Like Me,The B-Sides,Somebody just like me,Like me,,1
Hello Hello,The B-Sides,"Hello, hello? Is anyone home?",,"Hello, hello? Just pick up the phone",1
Hello Hello,The B-Sides,"Hello, hello? Just pick up the phone","Hello, hello? Is anyone home?",I opened up my life to you,1
Hello Hello,The B-Sides,I opened up my life to you,"Hello, hello? Just pick up the phone",I told you everything I knew,1
